new_UID,rowid_orig_pull,name,address,type,subtype,note_from_open_streetmap_pull,date_pulled,date_validated,X,Y,RFEI
9746,2040,Corrilla,NA,fastfood,fast_food,11845478856,2024-06-20,june_july_2024,-73.8644969,45.4590923,not_applicable
9289,2041,Cortelli's, Mill Street,restaurant,restaurant,3952692422,2024-06-20,june_july_2024,-76.1953567,45.2253214,not_applicable
20,2042,Cosenza,184 Preston Street,fastfood,cafe,11148168637,2024-06-20,june_july_2024,-75.7130347,45.4060512,not_applicable
3667,2043,Cosies,43 King Street West,restaurant,restaurant,6407758926,2024-06-20,june_july_2024,-75.6839934,44.5895661,not_applicable
8798,2044,Cosmic Charlie's,NA,restaurant,restaurant,7855776598,2024-06-20,june_july_2024,-78.3206229,44.3035529,not_applicable
1809,2045,Cosmo Mart,170 Lees Avenue,convenience,convenience,5732379447,2024-06-20,june_july_2024,-75.6719482,45.4150827,unhealthy
4854,2046,Costco Food Court,"22400 Chemin Dumberry, Vaudreuil-Dorion",fastfood,fast_food,3865962635,2024-06-20,june_july_2024,-74.0383515,45.4149656,unhealthy
8234,2047,Cottage Country Convenience,"3192 Buckhorn Road, Buckhorn K0L 1J0",convenience,convenience,3918887690,2024-06-20,june_july_2024,-78.3327114,44.5434599,unhealthy
10026,2048,Couche-Tard,NA,convenience,convenience,142846930,2024-06-20,june_july_2024,-73.7336471,45.3452812,unhealthy
9770,2049,Couche-Tard,NA,convenience,convenience,462268986,2024-06-20,june_july_2024,-73.7114056,45.5128064,unhealthy
969,2050,Couche-Tard,NA,convenience,convenience,570125125,2024-06-20,june_july_2024,-73.722218,45.3490227,unhealthy
5958,2051,Couche-Tard,NA,convenience,convenience,1228660899,2024-06-20,june_july_2024,-73.7209679,45.5137492,unhealthy
8700,2052,Couche-Tard,"420 Chemin J.-Rene-Gauthier, Rigaud",convenience,convenience,1740938128,2024-06-20,june_july_2024,-74.2837206,45.4768348,unhealthy
6983,2053,Couche-Tard,NA,convenience,convenience,1940657193,2024-06-20,june_july_2024,-73.8392453,45.476647,unhealthy
1192,2054,Couche-Tard,"504 Avenue Saint-Charles, Vaudreuil-Dorion",convenience,convenience,2105845278,2024-06-20,june_july_2024,-74.0325205,45.4045859,unhealthy
6513,2055,Couche-Tard,"784 Rue de la Station, Prevost",convenience,convenience,2490288665,2024-06-20,june_july_2024,-74.0778081,45.8733608,unhealthy
6236,2056,Couche-Tard,175 Avenue Stillview H9S 4S3,convenience,convenience,2503429168,2024-06-20,june_july_2024,-73.8325799,45.4503134,unhealthy
9755,2057,Couche-Tard,NA,convenience,convenience,2819279640,2024-06-20,june_july_2024,-73.7893382,45.6120562,unhealthy
1195,2058,Couche-Tard,476 Rue Graveline,convenience,convenience,3690734229,2024-06-20,june_july_2024,-75.668706,45.48638,unhealthy
3227,2059,Couche-Tard,NA,convenience,convenience,3927335143,2024-06-20,june_july_2024,-74.1300906,45.2464393,unhealthy
1804,2060,Couche-Tard,"2295 Boulevard Dagenais Ouest, Laval H7P 4V9",convenience,convenience,4187750191,2024-06-20,june_july_2024,-73.8078022,45.5789077,unhealthy
2155,2061,Couche-Tard,"2662 Côte Saint-Charles, Saint-Lazare",convenience,convenience,4241530989,2024-06-20,june_july_2024,-74.1750228,45.4344514,unhealthy
8287,2062,Couche-Tard,"100 Autoroute du Souvenir, Riviere-Beaudette J0P 1R0",convenience,convenience,4264906095,2024-06-20,june_july_2024,-74.3387316,45.2121843,unhealthy
4229,2063,Couche-Tard,NA,convenience,convenience,4342773506,2024-06-20,june_july_2024,-73.7880844,45.5019647,unhealthy
4125,2064,Couche-Tard,"1050 Autoroute des Laurentides, Saint-Jerôme J5L 2S4",convenience,convenience,4346065150,2024-06-20,june_july_2024,-74.0684942,45.8424654,unhealthy
380,2065,Couche-Tard,"1000 Boulevard de la Grande-Allee, Boisbriand",convenience,convenience,4354001416,2024-06-20,june_july_2024,-73.8381834,45.6141103,unhealthy
9313,2066,Couche-Tard,NA,convenience,convenience,4391169816,2024-06-20,june_july_2024,-74.2474102,45.9041559,unhealthy
883,2067,Couche-Tard,NA,convenience,convenience,4404329895,2024-06-20,june_july_2024,-73.880665,45.4200306,unhealthy
4918,2068,Couche-Tard,NA,convenience,convenience,4412445738,2024-06-20,june_july_2024,-74.1381249,45.9041758,unhealthy
7657,2069,Couche-Tard,NA,convenience,convenience,4418242861,2024-06-20,june_july_2024,-73.8757541,45.4950271,unhealthy
4567,2070,Couche-Tard,"585 Route de la Cite-des-Jeunes, Saint-Lazare J7T 2A7",convenience,convenience,4433413602,2024-06-20,june_july_2024,-74.0960691,45.3823065,unhealthy
2011,2071,Couche-Tard,NA,convenience,convenience,4448568789,2024-06-20,june_july_2024,-74.0530282,45.7905764,unhealthy
3652,2072,Couche-Tard,NA,convenience,convenience,4449765606,2024-06-20,june_july_2024,-74.1476433,45.8897956,unhealthy
5615,2073,Couche-Tard,NA,convenience,convenience,4456465634,2024-06-20,june_july_2024,-74.0971697,45.7069474,unhealthy
500,2074,Couche-Tard,NA,convenience,convenience,4461967625,2024-06-20,june_july_2024,-74.0000833,45.7676678,unhealthy
5267,2075,Couche-Tard,NA,convenience,convenience,4462619189,2024-06-20,june_july_2024,-74.0693215,45.8597836,unhealthy
8332,2076,Couche-Tard,NA,convenience,convenience,4465584153,2024-06-20,june_july_2024,-73.902637,45.8189831,unhealthy
9193,2077,Couche-Tard,NA,convenience,convenience,4470226529,2024-06-20,june_july_2024,-73.8853609,45.6763007,unhealthy
9994,2078,Couche-Tard,NA,convenience,convenience,4483089066,2024-06-20,june_july_2024,-73.8942503,45.5521623,unhealthy
1912,2079,Couche-Tard,"56 Rue Sainte-Anne, Sainte-Anne-de-Bellevue",convenience,convenience,4486798990,2024-06-20,june_july_2024,-73.9494608,45.4028072,unhealthy
1104,2080,Couche-Tard,NA,convenience,convenience,4499374922,2024-06-20,june_july_2024,-73.9230721,45.5820273,unhealthy
2585,2081,Couche-Tard,NA,convenience,convenience,4500521787,2024-06-20,june_july_2024,-73.7817706,45.6663452,unhealthy
1905,2082,Couche-Tard,NA,convenience,convenience,4553989229,2024-06-20,june_july_2024,-74.6142374,46.1320296,unhealthy
9488,2083,Couche-Tard,NA,convenience,convenience,4555589899,2024-06-20,june_july_2024,-74.5966792,46.1188809,unhealthy
4723,2084,Couche-Tard,"32 Rue Chateauguay, Huntingdon J0S 1H0",convenience,convenience,4573946874,2024-06-20,june_july_2024,-74.1726364,45.089762,unhealthy
9285,2085,Couche-Tard,NA,convenience,convenience,4592850657,2024-06-20,june_july_2024,-74.0279795,45.7964165,unhealthy
6813,2086,Couche-Tard,NA,convenience,convenience,4603700073,2024-06-20,june_july_2024,-73.757712,45.8611994,unhealthy
4570,2087,Couche-Tard,NA,convenience,convenience,4603740453,2024-06-20,june_july_2024,-73.7588824,45.8259531,unhealthy
4388,2088,Couche-Tard,NA,convenience,convenience,4604810417,2024-06-20,june_july_2024,-73.8169632,45.7686516,unhealthy
8143,2089,Couche-Tard,NA,convenience,convenience,4628998972,2024-06-20,june_july_2024,-74.0237362,45.7609933,unhealthy
4558,2090,Couche-Tard,NA,convenience,convenience,4734711174,2024-06-20,june_july_2024,-74.2144389,46.0257627,unhealthy
4403,2091,Couche-Tard,NA,convenience,convenience,4740493527,2024-06-20,june_july_2024,-73.7781289,45.5049229,unhealthy
6467,2092,Couche-Tard,NA,convenience,convenience,4749877062,2024-06-20,june_july_2024,-73.7391304,45.3196428,unhealthy
3204,2093,Couche-Tard,NA,convenience,convenience,4782585752,2024-06-20,june_july_2024,-74.2823835,46.0458165,unhealthy
9544,2094,Couche-Tard,NA,convenience,convenience,4806497627,2024-06-20,june_july_2024,-74.3290412,45.6415084,unhealthy
1007,2095,Couche-Tard,NA,convenience,convenience,4841566467,2024-06-20,june_july_2024,-73.7526163,45.6452999,unhealthy
5313,2096,Couche-Tard,419 Rue Principale,convenience,convenience,4872504424,2024-06-20,june_july_2024,-74.337581,45.6566051,unhealthy
5096,2097,Couche-Tard,NA,convenience,convenience,4876679279,2024-06-20,june_july_2024,-73.984007,45.6369827,unhealthy
5645,2098,Couche-Tard,NA,convenience,convenience,4945744509,2024-06-20,june_july_2024,-73.8186511,45.61635,unhealthy
9744,2099,Couche-Tard,NA,convenience,convenience,5062569058,2024-06-20,june_july_2024,-73.898142,45.4367545,unhealthy
2027,2100,Couche-Tard,NA,convenience,convenience,5229114572,2024-06-20,june_july_2024,-73.8026676,45.4907598,unhealthy
9694,2101,Couche-Tard,NA,convenience,convenience,5261229531,2024-06-20,june_july_2024,-73.75511,45.6376296,unhealthy
4892,2102,Couche-Tard,NA,convenience,convenience,5334155962,2024-06-20,june_july_2024,-73.7298748,45.7669128,unhealthy
142,2103,Couche-Tard,NA,convenience,convenience,5474446340,2024-06-20,june_july_2024,-73.7732086,45.5610617,unhealthy
6579,2104,Couche-Tard,NA,convenience,convenience,5574839682,2024-06-20,june_july_2024,-73.9244796,45.5687748,unhealthy
2822,2105,Couche-Tard,NA,convenience,convenience,5676348165,2024-06-20,june_july_2024,-73.9345904,45.5287403,unhealthy
7194,2106,Couche-Tard,NA,convenience,convenience,5717781350,2024-06-20,june_july_2024,-74.0002564,45.5024159,unhealthy
4002,2107,Couche-Tard,NA,convenience,convenience,5728306112,2024-06-20,june_july_2024,-73.8746578,45.5762527,unhealthy
1037,2108,Couche-Tard,NA,convenience,convenience,5946571563,2024-06-20,june_july_2024,-73.8513382,45.5865307,unhealthy
4225,2109,Couche-Tard,NA,convenience,convenience,6230290626,2024-06-20,june_july_2024,-73.7137749,45.5258256,unhealthy
6425,2110,Couche-Tard,4 Rue d'Orleans,convenience,convenience,6427109879,2024-06-20,june_july_2024,-75.7011357,45.4811043,unhealthy
4880,2111,Couche-Tard,35 Rue Du Barry,convenience,convenience,6427128863,2024-06-20,june_july_2024,-75.7051188,45.4810949,unhealthy
1619,2112,Couche-Tard,"520 Boulevard Cure-Labelle, Laval H7L 4V6",convenience,convenience,6573589795,2024-06-20,june_july_2024,-73.7856492,45.5914591,unhealthy
6079,2113,Couche-Tard,NA,convenience,convenience,6641435978,2024-06-20,june_july_2024,-73.9952829,45.7638996,unhealthy
10090,2114,Couche-Tard,NA,convenience,convenience,6676036345,2024-06-20,june_july_2024,-73.8014736,45.4653035,unhealthy
4743,2115,Couche-Tard,NA,convenience,convenience,6824413741,2024-06-20,june_july_2024,-73.7409456,45.5444866,unhealthy
3361,2116,Couche-Tard,NA,convenience,convenience,6956242978,2024-06-20,june_july_2024,-73.7080614,45.5616895,unhealthy
4638,2117,Couche-Tard,NA,convenience,convenience,6958223743,2024-06-20,june_july_2024,-73.8207569,45.571026,unhealthy
4859,2118,Couche-Tard,NA,convenience,convenience,6968840939,2024-06-20,june_july_2024,-73.7791104,45.531826,unhealthy
5922,2119,Couche-Tard,NA,convenience,convenience,6968840971,2024-06-20,june_july_2024,-73.7915384,45.55873,unhealthy
6864,2120,Couche-Tard,NA,convenience,convenience,7037432365,2024-06-20,june_july_2024,-75.6963453,45.4960918,unhealthy
2924,2121,Couche-Tard,NA,convenience,convenience,7157703454,2024-06-20,june_july_2024,-73.7812187,45.6892978,unhealthy
574,2122,Couche-Tard,NA,convenience,convenience,7159324280,2024-06-20,june_july_2024,-74.1323758,45.9505873,unhealthy
7039,2123,Couche-Tard,"433 Avenue Saint-Charles, Vaudreuil-Dorion",convenience,convenience,7381680724,2024-06-20,june_july_2024,-74.0275558,45.4006234,unhealthy
5826,2124,Couche-Tard,NA,convenience,convenience,7386979737,2024-06-20,june_july_2024,-73.8254022,45.6276767,unhealthy
6640,2125,Couche-Tard,NA,convenience,convenience,7399197172,2024-06-20,june_july_2024,-73.876874,45.6424238,unhealthy
5162,2126,Couche-Tard,"4930 Boulevard Saint-Charles, Pierrefonds H9H 4C7",convenience,convenience,7402098416,2024-06-20,june_july_2024,-73.8762863,45.4687606,unhealthy
8055,2127,Couche-Tard,NA,convenience,convenience,7409245817,2024-06-20,june_july_2024,-73.7406923,45.4461642,unhealthy
1844,2128,Couche-Tard,NA,convenience,convenience,7721095734,2024-06-20,june_july_2024,-73.8454662,45.6516889,unhealthy
5892,2129,Couche-Tard,NA,convenience,convenience,7928632130,2024-06-20,june_july_2024,-73.7354431,45.3722638,unhealthy
758,2130,Couche-Tard,NA,convenience,convenience,7975184199,2024-06-20,june_july_2024,-73.7105766,45.3667017,unhealthy
10116,2131,Couche-Tard,NA,convenience,convenience,7998398774,2024-06-20,june_july_2024,-73.8449019,45.9443672,unhealthy
2016,2132,Couche-Tard,NA,convenience,convenience,8017291411,2024-06-20,june_july_2024,-74.0774054,45.7190724,unhealthy
3494,2133,Couche-Tard,NA,convenience,convenience,8044072810,2024-06-20,june_july_2024,-74.4052355,45.6763425,unhealthy
7590,2134,Couche-Tard,NA,convenience,convenience,8063319168,2024-06-20,june_july_2024,-73.964633,45.3891907,unhealthy
8030,2135,Couche-Tard,NA,convenience,convenience,8063878945,2024-06-20,june_july_2024,-73.9920902,45.3815359,unhealthy
5853,2136,Couche-Tard,NA,convenience,convenience,8065735700,2024-06-20,june_july_2024,-73.7571873,45.3583845,unhealthy
1282,2137,Couche-Tard,NA,convenience,convenience,8111901985,2024-06-20,june_july_2024,-73.7323711,45.36401,unhealthy
1742,2138,Couche-Tard,NA,convenience,convenience,8119070576,2024-06-20,june_july_2024,-73.7386665,45.3613741,unhealthy
7027,2139,Couche-Tard,NA,convenience,convenience,8229463703,2024-06-20,june_july_2024,-73.8636892,45.4584192,unhealthy
7748,2140,Couche-Tard,NA,convenience,convenience,8234737421,2024-06-20,june_july_2024,-73.8074785,45.4930852,unhealthy
1847,2141,Couche-Tard,NA,convenience,convenience,8721808819,2024-06-20,june_july_2024,-73.8460626,45.4358837,unhealthy
2547,2142,Couche-Tard,"2933 Boulevard de la Gare, Vaudreuil-Dorion J7V 9R2",convenience,convenience,8983938972,2024-06-20,june_july_2024,-74.0543907,45.392034,unhealthy
1252,2143,Couche-Tard,NA,convenience,convenience,9231674299,2024-06-20,june_july_2024,-73.920623,45.5413097,unhealthy
9790,2144,Couche-Tard,245 Rue de Cannes,convenience,convenience,9593097027,2024-06-20,june_july_2024,-75.7238085,45.4895472,unhealthy
5250,2145,Couche-Tard,"1300 Boulevard de la Concorde Ouest, Laval H7N 1J3",convenience,convenience,10595081227,2024-06-20,june_july_2024,-73.7129852,45.5591151,unhealthy
7573,2146,Couche-Tard,NA,convenience,convenience,10655852747,2024-06-20,june_july_2024,-73.7121648,45.5494884,unhealthy
6748,2147,Couche-Tard,NA,convenience,convenience,11108628173,2024-06-20,june_july_2024,-73.7398945,45.6158624,unhealthy
4498,2148,Couche-Tard,NA,convenience,convenience,11126563962,2024-06-20,june_july_2024,-73.7520501,45.6302496,unhealthy
4305,2149,Couche-Tard,NA,convenience,convenience,11279820774,2024-06-20,june_july_2024,-73.8382741,45.4773434,unhealthy
9010,2150,Couche-Tard,NA,convenience,convenience,11345645334,2024-06-20,june_july_2024,-73.7500652,45.5843786,unhealthy
5054,2151,Couche-Tard,NA,convenience,convenience,11346265606,2024-06-20,june_july_2024,-73.731616,45.5819713,unhealthy
6523,2152,Couche-Tard,NA,convenience,convenience,11346265608,2024-06-20,june_july_2024,-73.7320533,45.6007778,unhealthy
5390,2153,Couche-Tard,NA,convenience,convenience,11346265623,2024-06-20,june_july_2024,-73.7208173,45.6096441,unhealthy
7496,2154,Couche-Tard,NA,convenience,convenience,11360539955,2024-06-20,june_july_2024,-73.7903381,45.6020842,unhealthy
10191,2155,Couche-Tard,NA,convenience,convenience,11393154899,2024-06-20,june_july_2024,-73.7290262,45.5409775,unhealthy
10132,2156,Couche-Tard,NA,convenience,convenience,11395874700,2024-06-20,june_july_2024,-73.740253,45.537149,unhealthy
8938,2157,Couche-Tard,NA,convenience,convenience,11421816323,2024-06-20,june_july_2024,-73.7674535,45.5569027,unhealthy
7344,2158,Couche-Tard,NA,convenience,convenience,11559787330,2024-06-20,june_july_2024,-73.8297981,45.5637149,unhealthy
5967,2159,Couche-Tard,"725 Boulevard des Hautes-Plaines, Gatineau",convenience,convenience,11638252183,2024-06-20,june_july_2024,-75.7720221,45.4744556,unhealthy
4732,2160,Couche-Tard,NA,convenience,convenience,11772572160,2024-06-20,june_july_2024,-73.8159304,45.501973,unhealthy
745,2161,Couche-Tard,NA,convenience,convenience,11778837952,2024-06-20,june_july_2024,-73.7863827,45.4646266,unhealthy
4396,2162,Couche-Tard,NA,convenience,convenience,11780148899,2024-06-20,june_july_2024,-73.8170922,45.4620252,unhealthy
4007,2163,Couche-Tard,NA,convenience,convenience,11892939986,2024-06-20,june_july_2024,-74.303408,46.0649201,unhealthy
5308,2164,Couche-Tard,"51 Boulevard Fournier, Gatineau",convenience,convenience,55411108,2024-06-20,june_july_2024,-75.71319049,45.44639882,unhealthy
226,2165,Couche-Tard,790 Boulevard Wilfrid-Lavigne J9J 2S5,convenience,convenience,68609281,2024-06-20,june_july_2024,-75.83844012,45.41111488,unhealthy
5337,2166,Couche-Tard,"265 Boulevard Saint-Raymond, Gatineau J9A 3G6",convenience,convenience,90898466,2024-06-20,june_july_2024,-75.76111085,45.427015,unhealthy
4187,2167,Couche-Tard,"1225 Rue de Neuville, Gatineau J8M 1W2",convenience,convenience,104202582,2024-06-20,june_july_2024,-75.49606217,45.53103664,unhealthy
8297,2168,Couche-Tard,"9 Rue Daniel-Johnson, Gatineau",convenience,convenience,117388342,2024-06-20,june_july_2024,-75.7476114,45.462548,unhealthy
9862,2169,Couche-Tard,117 Rue des Fleurs J8R 1L7,convenience,convenience,162893810,2024-06-20,june_july_2024,-75.6087328,45.5069252,unhealthy
6911,2170,Couche-Tard,882 Boulevard Saint-Rene Ouest J8P 1V2,convenience,convenience,163144059,2024-06-20,june_july_2024,-75.68915968,45.48914305,unhealthy
6317,2171,Couche-Tard,NA,convenience,convenience,307952112,2024-06-20,june_july_2024,-75.64205568,45.50136686,unhealthy
4425,2172,Couche-Tard,330 Boulevard Greber,convenience,convenience,314331423,2024-06-20,june_july_2024,-75.70187682,45.47770131,unhealthy
7565,2173,Couche-Tard,410 Boulevard Maloney Est,convenience,convenience,314351944,2024-06-20,june_july_2024,-75.63923585,45.48421855,unhealthy
3924,2174,Couche-Tard,NA,convenience,convenience,386672564,2024-06-20,june_july_2024,-74.10823377,45.2442685,unhealthy
2564,2175,Couche-Tard,725 Rue Davidson Ouest J8R 2T1,convenience,convenience,454411101,2024-06-20,june_july_2024,-75.67641102,45.50541488,unhealthy
9632,2176,Couche-Tard,NA,convenience,convenience,461188306,2024-06-20,june_july_2024,-75.78641033,45.44348228,unhealthy
3982,2177,Couche-Tard,"190 Rue Saint-Redempteur, Gatineau J8X 2S9",convenience,convenience,462110500,2024-06-20,june_july_2024,-75.72147318,45.43271225,unhealthy
7599,2178,Couche-Tard,"465 Chemin Vanier, Gatineau",convenience,convenience,462637842,2024-06-20,june_july_2024,-75.80855878,45.41671495,unhealthy
1863,2179,Couche-Tard,101 Rue Georges J8M 1A2,convenience,convenience,466435317,2024-06-20,june_july_2024,-75.4364695,45.55431915,unhealthy
6807,2180,Couche-Tard,"1545 Boulevard Maloney Est, Gatineau J8P 1J7",convenience,convenience,468475851,2024-06-20,june_july_2024,-75.5693879,45.49970485,unhealthy
5444,2181,Couche-Tard,"209 Chemin d'Aylmer, Gatineau J9H 1A3",convenience,convenience,474158744,2024-06-20,june_july_2024,-75.8323349,45.3960711,unhealthy
4960,2182,Couche-Tard,NA,convenience,convenience,486388724,2024-06-20,june_july_2024,-74.09865998,45.2715978,unhealthy
7721,2183,Couche-Tard,"873 Boulevard Maloney Est, Gatineau",convenience,convenience,494233444,2024-06-20,june_july_2024,-75.60168627,45.48807547,unhealthy
349,2184,Couche-Tard,175 Avenue Lepine,convenience,convenience,531023791,2024-06-20,june_july_2024,-75.40049258,45.57584712,unhealthy
2299,2185,Couche-Tard,NA,convenience,convenience,569462975,2024-06-20,june_july_2024,-73.78884235,45.53353376,unhealthy
3009,2186,Couche-Tard,NA,convenience,convenience,677092757,2024-06-20,june_july_2024,-73.72132054,45.55811377,unhealthy
6550,2187,Couche-Tard,NA,convenience,convenience,692874357,2024-06-20,june_july_2024,-75.73213818,45.44638271,unhealthy
156,2188,Couche-Tard,511 Rue A.-Gibeault J8R 2V9,convenience,convenience,709287243,2024-06-20,june_july_2024,-75.63620806,45.50669027,unhealthy
4514,2189,Coucou Cafe,NA,fastfood,cafe,11754046867,2024-06-20,june_july_2024,-73.8026898,45.4845798,not_applicable
652,2190,Couleur Cafe,900 Chemin du Domaine-Guindon,fastfood,cafe,5951066774,2024-06-20,june_july_2024,-74.311849,46.0684436,not_applicable
1539,2191,Couleur Cafe,"7 Rue Principal E, Sainte-Agathe-des-Monts",fastfood,cafe,8071668577,2024-06-20,june_july_2024,-74.2880592,46.0470569,not_applicable
10276,2192,Country Bear,"5830 NYS Route 86, Wilmington 12997",restaurant,restaurant,814400294,2024-06-20,june_july_2024,-73.80923978,44.38912859,not_applicable
9072,2193,Country Diner,"23 Union Street, Smiths Falls K7A 2S3",restaurant,restaurant,618363697,2024-06-20,june_july_2024,-76.02104753,44.91116875,not_applicable
1201,2194,Country Fresh Food & Take Out,591 Richmond Road K0A 1B0,fastfood,fast_food,436156676,2024-06-20,june_july_2024,-75.99066073,45.09176185,unhealthy
4071,2195,Country Garden,NA,restaurant,restaurant,6617079913,2024-06-20,june_july_2024,-78.289793,44.2931518,not_applicable
1238,2196,Country Kitchen Restaurant,2159 County Road 31,restaurant,restaurant,319204712,2024-06-20,june_july_2024,-75.37593787,45.08758302,not_applicable
7428,2197,Country Kitchen Resturant,NA,restaurant,restaurant,3851364851,2024-06-20,june_july_2024,-76.8678134,45.6181768,not_applicable
9575,2198,Country Mart,"3328 Buckhorn Road, Buckhorn",convenience,convenience,847470467,2024-06-20,june_july_2024,-78.3404438,44.5526436,unhealthy
341,2199,Country Perks Cafe,3470 Trim Road,fastfood,cafe,470334517,2024-06-20,june_july_2024,-75.4271578,45.42110186,not_applicable
5704,2200,Country Place Chinese Restaurant,1969 Merivale Road,restaurant,restaurant,472168773,2024-06-20,june_july_2024,-75.71929043,45.3270332,not_applicable
6300,2201,Country Style,"2093 Buckhorn Road, Selwyn K0L 2H0",fastfood,cafe,3918887691,2024-06-20,june_july_2024,-78.3193264,44.4677845,not_applicable
3631,2202,Country Style,NA,fastfood,cafe,3957031104,2024-06-20,june_july_2024,-76.8766892,45.6258296,not_applicable
430,2203,Country Style,NA,fastfood,cafe,4122005607,2024-06-20,june_july_2024,-77.1053314,45.5436218,not_applicable
1244,2204,Country Style,NA,fastfood,cafe,5859756865,2024-06-20,june_july_2024,-75.5968179,45.3246838,not_applicable
5475,2205,Country Style,747 Notre Dame Street,fastfood,cafe,5887974213,2024-06-20,june_july_2024,-75.3028652,45.2678145,not_applicable
8706,2206,Country Style,NA,fastfood,cafe,5929771872,2024-06-20,june_july_2024,-76.3771583,45.4186559,not_applicable
3410,2207,Country Style,715 Limoges Road,fastfood,cafe,5959563772,2024-06-20,june_july_2024,-75.2442522,45.3185895,not_applicable
9950,2208,Country Style,2302 Tenth Line Road,fastfood,cafe,5962107026,2024-06-20,june_july_2024,-75.4830252,45.4507186,not_applicable
8539,2209,Country Style,NA,fastfood,cafe,5962118306,2024-06-20,june_july_2024,-75.6400204,45.0288729,not_applicable
2036,2210,Country Style,412 McArthur Avenue,fastfood,cafe,5993769418,2024-06-20,june_july_2024,-75.6484511,45.4319054,not_applicable
6633,2211,Country Style,3 Spencer Street,fastfood,cafe,6139727242,2024-06-20,june_july_2024,-75.5450875,44.8428457,not_applicable
575,2212,Country Style,340 Laurier Avenue West,fastfood,cafe,6154404885,2024-06-20,june_july_2024,-75.700211,45.4179438,not_applicable
3674,2213,Country Style,110 Prescott Centre Drive,fastfood,cafe,6340377672,2024-06-20,june_july_2024,-75.5230238,44.7220354,not_applicable
6519,2214,Country Style,3199 Hawthorne Road,fastfood,cafe,6388479610,2024-06-20,june_july_2024,-75.6015131,45.383073,not_applicable
6938,2215,Country Style,NA,fastfood,cafe,6391874879,2024-06-20,june_july_2024,-75.7151368,44.6036684,not_applicable
3128,2216,Country Style,922 Burton Road,fastfood,cafe,6403336959,2024-06-20,june_july_2024,-75.3464122,45.331249,not_applicable
6666,2217,Country Style,NA,fastfood,cafe,6506591977,2024-06-20,june_july_2024,-75.6065395,45.1456364,not_applicable
9602,2218,Country Style,NA,fastfood,cafe,6617010473,2024-06-20,june_july_2024,-78.3301037,44.3182719,not_applicable
3942,2219,Country Style,NA,fastfood,cafe,6714203304,2024-06-20,june_july_2024,-77.1107229,45.8252314,not_applicable
7697,2220,Country Style,NA,fastfood,cafe,6721913773,2024-06-20,june_july_2024,-75.2293029,45.2905432,not_applicable
5530,2221,Country Style,NA,fastfood,cafe,6721927958,2024-06-20,june_july_2024,-74.8999505,45.3472207,not_applicable
1913,2222,Country Style,NA,fastfood,cafe,7058859106,2024-06-20,june_july_2024,-76.6912624,44.4862037,not_applicable
5111,2223,Country Style,NA,fastfood,cafe,7993899370,2024-06-20,june_july_2024,-78.2763621,44.2949295,not_applicable
6724,2224,Country Style,NA,fastfood,cafe,8022146797,2024-06-20,june_july_2024,-77.1858647,44.820088,not_applicable
2012,2225,Country Style,NA,fastfood,cafe,9201400556,2024-06-20,june_july_2024,-76.5183698,44.2582728,not_applicable
6423,2226,County Line,1515 St-Laurent Boulevard,convenience,convenience,3336817827,2024-06-20,june_july_2024,-75.6301267,45.4123877,unhealthy
680,2227,County Line,NA,convenience,convenience,6565089727,2024-06-20,june_july_2024,-75.0829348,45.306361,unhealthy
3509,2228,County Line,NA,convenience,convenience,452580562,2024-06-20,june_july_2024,-76.34338845,45.43331405,unhealthy
2450,2229,County Line,5026 Bank Street K1X 1G8,convenience,convenience,472382754,2024-06-20,june_july_2024,-75.58103385,45.29698834,unhealthy
4867,2230,County Line,"11 Wilson Street West, Perth K7H 2M8",convenience,convenience,521360833,2024-06-20,june_july_2024,-76.25296606,44.90123298,unhealthy
5013,2231,County Line,"344 Alexandria Main Street North, Alexandria K0C 1A0",convenience,convenience,521614900,2024-06-20,june_july_2024,-74.6432875,45.3183344,unhealthy
9883,2232,County Line,NA,convenience,convenience,753440590,2024-06-20,june_july_2024,-75.23046817,45.10304786,unhealthy
10030,2233,Coupe de viande De-Ni,NA,specialty,butcher,743821053,2024-06-20,june_july_2024,-74.19718999,45.52854986,not_applicable
2616,2234,Courtyard Restaurant,21 George Street,restaurant,restaurant,2967021002,2024-06-20,june_july_2024,-75.693818,45.4268862,not_applicable
4259,2235,Cousin Vinny's Pizzeria,6179 Perth Street,fastfood,fast_food,6475954933,2024-06-20,june_july_2024,-75.8426276,45.1941201,unhealthy
7607,2236,Coutts Coffee Roastery & Cafe,NA,fastfood,cafe,443152543,2024-06-20,june_july_2024,-76.2492273,44.8999295,not_applicable
1868,2238,Cowan's Dairy Bar,"241 Park Street, Brockville K6V 2H6",specialty,ice_cream,6369385243,2024-06-20,june_july_2024,-75.6880411,44.5991337,not_applicable
7958,2239,Cozmos Souvlaki,196 Greenbank Road,fastfood,fast_food,289073111,2024-06-20,june_july_2024,-75.77999425,45.32618239,not_applicable
3977,2240,Cozy Corner Restaurant,NA,restaurant,restaurant,6484857520,2024-06-20,june_july_2024,-74.6371644,45.3121393,not_applicable
8585,2241,Cozy's Express,1572 Michael Street,restaurant,restaurant,483103103,2024-06-20,june_july_2024,-75.62638198,45.41114556,not_applicable
2804,2242,Craft Beer Market,975 Bank Street K1S 3W7,restaurant,pub,5674062432,2024-06-20,june_july_2024,-75.6853227,45.3985357,not_applicable
