DBUID,dbpop2021,lon,lat,ONS_ID,ONS_Name,ONS_Region,rurality,num_unhealthy,num_healthy,costing,distance
35010306039,96,-75.19002348057903,44.894230575802915,3806,South Dundas,"Stormont, Dundas and Glengarry",rural,6,3,auto,15
35010307005,41,-75.18793650650362,44.894858436680195,3806,South Dundas,"Stormont, Dundas and Glengarry",rural,6,3,auto,15
35010307007,17,-75.18540543246304,44.89471406093533,3806,South Dundas,"Stormont, Dundas and Glengarry",rural,6,3,auto,15
35010308007,22,-75.18312431053998,44.89425323436768,3806,South Dundas,"Stormont, Dundas and Glengarry",rural,6,3,auto,15
35010306040,76,-75.18901702609838,44.894473608680926,3806,South Dundas,"Stormont, Dundas and Glengarry",rural,6,3,auto,15
35010304015,37,-75.1934990862208,44.89613509286009,3806,South Dundas,"Stormont, Dundas and Glengarry",rural,6,3,auto,15
35010306044,23,-75.19353412367329,44.894858253627206,3806,South Dundas,"Stormont, Dundas and Glengarry",rural,6,3,auto,15
35010308008,23,-75.18428318509964,44.893842860078614,3806,South Dundas,"Stormont, Dundas and Glengarry",rural,6,3,auto,15
35010306038,34,-75.18616596599081,44.89263678662011,3806,South Dundas,"Stormont, Dundas and Glengarry",rural,6,3,auto,15
35010306041,56,-75.19189451141254,44.89366949988293,3806,South Dundas,"Stormont, Dundas and Glengarry",rural,6,3,auto,15
35010305004,65,-75.20016170039028,44.8836039062818,3806,South Dundas,"Stormont, Dundas and Glengarry",rural,6,3,auto,15
35010412001,44,-75.42258267812996,44.9215863351176,3806,South Dundas,"Stormont, Dundas and Glengarry",rural,2,0,auto,15
